id,Title,Content,"Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Attachment Filename","Attachment Path","Attachment ID","Attachment Title","Attachment Caption","Attachment Description","Attachment Alt Text",Categories,Tags,Date,"Post Type",Permalink
698,"HUMANS nominated for Best Drama Series","&nbsp;

<section class=""blogs-content content-editor"">Yuppiedidoo, our series HUMANS (AMC/ C4) is up for a BAFTA !Competing in the same category:  THE LAST PANTHERS (Sky Atlantic), NO OFFENSE (C4) and WOLF HALL (BBC2).
<p class=""center"">GOOD LUCK!</p>

</section>",https://freerunartists.com/wp-content/uploads/2017/09/5eaec0277f84cff6-bafta11.jpg,5eaec0277f84cff6-bafta11.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/5eaec0277f84cff6-bafta11.jpg,1743,5eaec0277f84cff6-bafta11,,,,https://freerunartists.com/wp-content/uploads/2017/09/5eaec0277f84cff6-bafta11.jpg,,,,,,,,,Uncategorised,,20160412,post,https://freerunartists.com/humans-nominated-for-best-drama-series/
700,"Currently cooking in our music kitchen:","&nbsp;

<section class=""blogs-content content-editor"">
<h3 class="" single-title"">Robbie Coltrane and Julie Walters lead cast of Channel 4’s ‘National Treasure’</h3>
“A timely exploration of truth, memory, trust and family,” <em>National Treasure</em> will examine “the impact, both public and private, of accusations of historic sexual offences against a fictional much-loved public figure.”

National Treasure, written by Bafta winner Jack Thorne, features ageing comic facing police investigation into accusation of rape in 1970s

Coltrane will play Paul Finchley, one half of a much-loved comedy double act – a cherished household name with a career that spans several decades. He’s not quite as successful as he once was, but nevertheless he’s frequently recognised on the street, affectionately called upon by taxi drivers to repeat his famous catchphrase and is a familiar face in the TV schedules. He’s a bona fide national treasure. But, in the face of accusations of historic sexual offences from the 1990s, the life of this adored comedian begins to unravel.

The <em>Harry Potter</em> actor will be joined by Julie Walters (<em>Indian Summers</em>) as Paul’s wife, Marie, and Andrea Riseborough (<em>Birdman</em>) as their daughter, Dee, who is a recovering addict.

Directed by Marc Munden.

<a href=""https://www.cultbox.co.uk/news/headlines/robbie-coltrane-and-julie-walters-lead-cast-of-channel-4s-national-treasure"">Cultbox.co.uk</a>

</section>",https://freerunartists.com/wp-content/uploads/2017/09/bf52145d924bfd2d-6575847.jpg,bf52145d924bfd2d-6575847.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/bf52145d924bfd2d-6575847.jpg,1742,bf52145d924bfd2d-6575847,,,,https://freerunartists.com/wp-content/uploads/2017/09/bf52145d924bfd2d-6575847.jpg,,,,,,,,,Uncategorised,,20160511,post,https://freerunartists.com/currently-cooking-in-our-music-kitchen/
704,"Rachel Therrien release party","<h1 class=""center""></h1>
<section class=""blogs-content content-editor"">
<h1 class=""center""><em>** RECORD RELEASE PARTY  ** June 7th, 2016</em></h1>
<h2 class=""center""><em> at <a href=""https://fr-ca.facebook.com/O-Patro-Vys-157240524296126/"" target=""_blank"" rel=""noopener"">O PATRO VYS</a>, Montréal</em></h2>
<h2 class=""center"">6 PM-8 PM PRESS // 8:30 PM DJ &amp; afterparty</h2>
<p class=""left""><a href=""https://www.freerunartists.com/pensamiento-demo-version"" target=""_blank"" rel=""noopener"">Pre-listen to the album!</a></p>

</section>",https://freerunartists.com/wp-content/uploads/2015/12/029eb1b983a8a4ea-facebookbanner-01.jpg,029eb1b983a8a4ea-facebookbanner-01.jpg,/home/freeruna/public_html/wp-content/uploads/2015/12/029eb1b983a8a4ea-facebookbanner-01.jpg,733,Web,,,,https://freerunartists.com/wp-content/uploads/2015/12/029eb1b983a8a4ea-facebookbanner-01.jpg,,,,,,,,,Uncategorised,,20160518,post,https://freerunartists.com/rachel-therrien-release-party/
706,"In pre-prod: BBC America's Dirk Gently starts production","&nbsp;

<section class=""blogs-content content-editor"">BBC AMERICA announced today the start of production on<em> Dirk Gently’s Holistic Detective Agency</em>.Penned by Max Landis and from the producers of <em>The Walking Dead</em>, the series is a comedic thriller that follows the bizarre adventures of eccentric “holistic” detective Dirk Gently (Samuel Barnett) and his reluctant assistant Todd (Elijah Wood). The series is an adaptation of Douglas Adams’ (<em>Hitchhiker’s Guide to the Galaxy</em>) wildly successful comic novels, <em>Dirk Gently’s Holistic Detective Agency</em>, and is set in the unexpected world of the hyper, absurd, eponymous detective.

This season, Dirk and Todd wind their way through one big, seemingly insane mystery, crossing unlikely paths with a bevy of wild and sometimes dangerous characters, each episode landing them a few random steps closer to uncovering the truth.

Oscar-winning director Dean Parisot will direct the series’ first two episodes.

Source: <a href=""https://www.bbcamerica.com/anglophenia/2016/05/bbc-americas-dirk-gently-starts-production"" target=""_blank"" rel=""noopener""><em>BBC-America</em></a>

</section>",https://freerunartists.com/wp-content/uploads/2017/09/b0031648cbc684d9-ScreenShot2016-06-02at44823PM.png,b0031648cbc684d9-ScreenShot2016-06-02at44823PM.png,/home/freeruna/public_html/wp-content/uploads/2017/09/b0031648cbc684d9-ScreenShot2016-06-02at44823PM.png,1740,b0031648cbc684d9-ScreenShot2016-06-02at44823PM,,,,https://freerunartists.com/wp-content/uploads/2017/09/b0031648cbc684d9-ScreenShot2016-06-02at44823PM.png,,,,,,,,,Uncategorised,,20160602,post,https://freerunartists.com/in-pre-prod/
708,"Cristo nominated for best original music : SÉRIE NOIRE 2","&nbsp;

<section class=""blogs-content content-editor"">The Academy of Canadian Cinema and Television has nominated Cristo in the best music scorecategory for his work on Série Noire 2!

Needless to say: we are super happy and very honoured!

Série Noire 2 leads the list with 13 nominations, together with <em>Unité 9</em>.

The Awards will take place on September 15th and 18th respectively.

</section>",https://freerunartists.com/wp-content/uploads/2017/09/d5633f94ae97ca80-9c3ab664-5d21-44f0-8b1d-f4c50f2e8e41-765x510-1.jpg,d5633f94ae97ca80-9c3ab664-5d21-44f0-8b1d-f4c50f2e8e41-765x510-1.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/d5633f94ae97ca80-9c3ab664-5d21-44f0-8b1d-f4c50f2e8e41-765x510-1.jpg,1739,d5633f94ae97ca80-9c3ab664-5d21-44f0-8b1d-f4c50f2e8e41-765x510-1,,,,https://freerunartists.com/wp-content/uploads/2017/09/d5633f94ae97ca80-9c3ab664-5d21-44f0-8b1d-f4c50f2e8e41-765x510-1.jpg,,,,,,,,,Uncategorised,,20160617,post,https://freerunartists.com/cristo-nominated-for-best-original-music-serie-noire-2/
712,"World Premiere at Locarno Film Festival August 3rd 2016 / The Girl with all the Gifts","<img src=""https://media.virbcdn.com/cdn_images/resize_800x800/2a/3bdee3b14d8aa399-ScreenShot2016-08-01at114623AM.png"" alt="""" />

<section class=""blogs-content content-editor"">
<blockquote>
<div>
<div>
<div>WORLD PREMIERE this Wednesday, August 3rd, at the Locarno Film Festival, CH!</div>
<div></div>
<div>Absolutely thrilled!!</div>
<div></div>
<div>21h30 Piazza Grande</div>
<div></div>
<div></div>
<div>Our movie is opening the Locarno Film Festival!</div>
<div></div>
<div><a href=""https://www.pardolive.ch/pardo/program/film.html?fid=886237&amp;eid=69"" target=""_blank"">Official page</a></div>
</div>
</div></blockquote>
</section>",,,,,,,,,,,,,,,,,,movie,,20160801,post,https://freerunartists.com/world-premiere-at-locarno-film-festival-august-3rd-2016/
869,"The Girl with all the Gifts @ TIFF 2016's Midnight Madness","<img class=""alignnone size-medium wp-image-870"" src=""https://www.freerunartists.com/wp-content/uploads/2016/08/TIFF-Logo-300x184.jpg"" alt=""TIFF-Logo"" width=""300"" height=""184"" />

<a href=""https://tiff.net/films/the-girl-with-all-the-gifts/"" target=""_blank"">For more info just click here</a>",https://freerunartists.com/wp-content/uploads/2017/09/3bdee3b14d8aa399-ScreenShot2016-08-01at114623AM.png|https://freerunartists.com/wp-content/uploads/2016/08/TIFF-Logo.jpg,3bdee3b14d8aa399-ScreenShot2016-08-01at114623AM.png|TIFF-Logo.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/3bdee3b14d8aa399-ScreenShot2016-08-01at114623AM.png|/home/freeruna/public_html/wp-content/uploads/2016/08/TIFF-Logo.jpg,1738|870,3bdee3b14d8aa399-ScreenShot2016-08-01at114623AM|TIFF-Logo,|,|,|,https://freerunartists.com/wp-content/uploads/2017/09/3bdee3b14d8aa399-ScreenShot2016-08-01at114623AM.png,,,,,,,,,Uncategorised,,20160815,post,https://freerunartists.com/the-girl-with-all-the-gifts-tiff-2016s-midnight-madness/
969,"Dirk Gently's first episode to premiere at Madison Square Garden, Oct 7th","New York Comic Con 2016:

<u></u>BBC AMERICA presents the world premiere screening and Q&amp;A for its next original series <em>Dirk Gently’s Holistic Detective Agency</em>, ahead of its broadcast premiere <a class=""_ca-registered-click-link-event"" href=""x-apple-data-detectors://5"">on October 22.</a> From the studio that brought you <em>The Walking Dead</em>, BBC AMERICA’s <em>Dirk Gently’s Holistic Detective Agency </em>is an adaptation of the novels from Douglas Adams (<em>Hitchhiker’s Guide to the Galaxy</em>, <em>Doctor Who</em>).

<a href=""https://www.bbcamerica.com/anglophenia/2016/08/dirk-gently-doctor-who-and-class-set-for-nycc-panels"" target=""_blank"">more info here</a>",https://freerunartists.com/wp-content/uploads/2017/09/TIFF-Logo.jpg,TIFF-Logo.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/TIFF-Logo.jpg,1737,TIFF-Logo,,,,https://freerunartists.com/wp-content/uploads/2017/09/TIFF-Logo.jpg,,,,,,,,,Uncategorised,,20160902,post,https://freerunartists.com/dirk-gentlys-first-episode-to-premiere-at-madison-square-garden-oct-7th/
989,"Cristo wins another Gémeaux for SÉRIE NOIRE 2!","The Academy of Canadian Cinema and Television has honoured Cristo with a Prix Gémeaux for his original music for Série Noire's second season!

Huge thanks goes to the members of the academy - we are speechless!

(And because Cristo is so busy all the time, Kim gets to go to all these gala dinners :) )

",https://freerunartists.com/wp-content/uploads/2017/09/09-musique-originale-02.jpg,09-musique-originale-02.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/09-musique-originale-02.jpg,1736,"Prix Gemeaux 2016 Kim Neundorf","Kim Neundorf - PRIX GÉMEAUX 2016","Priz Gémeaux: best original music Série Noire 2",,https://freerunartists.com/wp-content/uploads/2017/09/09-musique-originale-02.jpg,,,,,,,,,Uncategorised,,20160916,post,https://freerunartists.com/cristo-wins-another-gemeaux-for-serie-noire-2/
1014,"Highly anticipated NATIONAL TREASURE (C4, UK) starts tonight at 9pm BST","The latest collaboration between Marc Munden and Cristo, penned by no other than Jack Thorne, packed with stellar actors such as Robbie Coltrane, Andrea Riseborough and Julie Walters, will premiere tonight on Channel 4, UK at 9pm.
<div class=""intro"">
<blockquote>""Channel 4’s riveting new four-part drama about Paul Finchley, a much-loved veteran comedian whose life falls off a cliff when he is accused of an historic rape, will inevitably prompt reflections on the shocking real-life case of Jimmy Savile."" <a href=""https://www.independent.co.uk/arts-entertainment/tv/starring-bafta-winning-robbie-coltrane-julie-walters-and-andrea-riseborough-national-treasure-is-a-a7309601.html"">(The Independent)</a></blockquote>
</div>
",https://freerunartists.com/wp-content/uploads/2017/09/2500.jpg,2500.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/2500.jpg,1735,2500,,,,https://freerunartists.com/wp-content/uploads/2017/09/2500.jpg,,,,,,,,,Uncategorised,,20160920,post,https://freerunartists.com/highly-anticipated-national-treasure-c4-uk-starts-tonight-at-9pm-bst/
1085,"NATIONAL TREASURE Ep1 grabs over 3 mio viewers - praised by critics!","<p class=""story-body__introduction"">Channel 4's new drama about a celebrity accused of historical sex crimes has received glowing reviews, with one critic calling it ""utterly compelling"".</p>
National Treasure, writes Jasper Rees <a class=""story-body__link-external"" href=""https://www.telegraph.co.uk/tv/2016/09/20/national-treasure-review-robbie-coltrane-is-superb-in-this-dark/"">in the Telegraph</a>, ""feels like a hefty landmark drama"" that is ""audacious, disturbing but above all elusive"".

The Guardian's critic concurs, calling it ""<a class=""story-body__link-external"" href=""https://www.theguardian.com/tv-and-radio/2016/sep/20/national-treasure-review-robbie-coltrane"">thoughtful, bold and accomplished</a>"".

Daily Mail: <a href=""https://www.dailymail.co.uk/tvshowbiz/article-3799143/National-Treasure-telly-perfection-says-Christopher-Stevens.html"" target=""_blank"">National Treasure was telly perfection</a> (Christopher Stevens)

Robbie Coltrane plays Paul Finchley, an ageing comic accused of raping a woman in the 1990s.

The role, writes Kevin Courtney <a class=""story-body__link-external"" href=""https://www.irishtimes.com/culture/tv-radio-web/national-treasure-review-a-cracker-from-robbie-coltrane-1.2798963"">in The Irish Times</a>, is the former Cracker star's ""most daring and challenging in 20 years"".

The drama draws on recent revelations involving well-known personalities, among them Jimmy Savile, Rolf Harris and Stuart Hall.

According to The Guardian's Sam Woolaston, ""a dark, Yewtree-shaped shadow hangs over"" the programme - a reference to Operation Yewtree, the police investigation launched after Savile's death in 2011.

Written by Jack Thorne, who co-wrote Harry Potter and the Cursed Child, the drama also stars Julie Walters as Finchley's wife and Andrea Riseborough as his daughter.

The former, writes <a class=""story-body__link-external"" href=""https://www.digitalspy.com/tv/review/a808528/national-treasure-review-bring-on-the-baftas-for-channel-4s-dark-and-gripping-drama/"">Digital Spy's Morgan Jeffery</a>, gives a ""captivating"" performance and is ""every bit Coltrane's match"".

The result, says Brian Donaldson of Scotland's The List, was ""<a class=""story-body__link-external"" href=""https://www.list.co.uk/article/84494-tv-review-national-treasure-channel-4/"">wonderfully tense and atmospheric</a>"".

An average of three million people tuned in on Tuesday to see the first instalment of the four-part series, according to overnight figures.

The second part will be aired on Channel 4 on 27 September at 21:00 BST.",,,,,,,,,,,,,,,,,,Uncategorised,,20160926,post,https://freerunartists.com/national-treasure-ep1-grabs-over-3-mio-viewers-praised-by-critics/
1165,"Full OST album by Cristo coming out SOON - National Treasure (C4, UK)","We are working hard to put the album out as soon as possible, please stay tuned !",,,,,,,,,,,,,,,,,,Uncategorised,,20161012,post,https://freerunartists.com/full-ost-album-by-cristo-coming-out-soon-national-treasure-c4-uk/
1180,"BBC-America's DIRK GENTLY starts tomorrow Oct 22nd at 9/8c",,https://freerunartists.com/wp-content/uploads/2017/09/dirkgentlys-bbcamerica-200403-640x320.png.jpeg,dirkgentlys-bbcamerica-200403-640x320.png.jpeg,/home/freeruna/public_html/wp-content/uploads/2017/09/dirkgentlys-bbcamerica-200403-640x320.png.jpeg,1641,dirkgentlys-bbcamerica-200403-640x320.png,,,,https://freerunartists.com/wp-content/uploads/2017/09/dirkgentlys-bbcamerica-200403-640x320.png.jpeg,,,,,,,,,Uncategorised,,20161021,post,https://freerunartists.com/bbc-americas-dirk-gently-starts-tomorrow-oct-22nd-at-98c/
1257,"Dirk Gently on Netflix starting December 11th","Having premiered on BBC America in the States last month, Netflix has now announced that it will be bringing the new adaptation of Douglas Adams’ Dirk Gently’s Holistic Detective Agency to international audiences from December 11th. Here’s the new poster featuring Samuel Barnett as Dirk and Elijah Wood as Todd Brotzman…
",https://freerunartists.com/wp-content/uploads/2017/09/DirkGently_KA_UK-600x900.jpg,DirkGently_KA_UK-600x900.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/DirkGently_KA_UK-600x900.jpg,1734,DirkGently_KA_UK-600x900,,,,https://freerunartists.com/wp-content/uploads/2017/09/DirkGently_KA_UK-600x900.jpg,,,,,,,,,Uncategorised,,20161111,post,https://freerunartists.com/dirk-gently-on-netflix-starting-december-11th/
1261,"""Rachel Therrien: Pensamiento - Proyecto Colombia"" press release",,https://freerunartists.com/wp-content/uploads/2017/09/Pensiamento-PR-Liebman.png,Pensiamento-PR-Liebman.png,/home/freeruna/public_html/wp-content/uploads/2017/09/Pensiamento-PR-Liebman.png,1733,Pensiamento-PR-Liebman,,,,https://freerunartists.com/wp-content/uploads/2017/09/Pensiamento-PR-Liebman.png,,,,,,,,,Uncategorised,,20161116,post,https://freerunartists.com/rachel-therrien-pensamiento-proyecto-colombia-press-release-us/
1270,"Cristo invited for masterclass at FIPA 2017 in Biarritz, FR","Let's rewind a little, in 2013 Marc Munden's UTOPIA was rewarded the FIPA D'OR by the International Festival of Audiovisual Programs (FIPA) in Biarritz, France. FIPA 2017 will focus on Canadian talent and has invited Cristo to hold a masterclass, a bit in the genre as he did at the ""Journée de la Culture"" last September. More details will follow!

",https://freerunartists.com/wp-content/uploads/2017/09/IMG_7482.jpg,IMG_7482.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/IMG_7482.jpg,1732,IMG_7482,,,,https://freerunartists.com/wp-content/uploads/2017/09/IMG_7482.jpg,,,,,,,,,Uncategorised,,20161122,post,https://freerunartists.com/cristo-invited-for-masterclass-at-fipa-2017-in-biarritz-fr/
1355,"HAPPY HOLIDAYS and HAPPY NEW YEAR !","We wish you all Happy Holidays -- whatever religion, philosophy or owner's manual you are following -- whatever rocks your boat :
<p style=""text-align: center;"">Hopefully you have some time off and spent it with your loved ones.</p>
At the same time we are sending out krypton flashes of hope and empathy around the globe. It's frightening how tolerance and open mindedness have become 'uncool' virtues, it is incomprehensible how Neo-fascim and sexism have become acceptable in our societies (again!) and it is worrisome where all this ignorance and hate towards anyone and anything 'different from my own bathroom carpet' is leading to.

In 2017 we will continue producing music for everyone, with everyone, we will enrich our compositions and our playing with elements from all cultures around the world as we always have, and we will embrace the happiness and gratification we will receive from doing so  -  and pass it on to you. Because that is what art is for.

Yours sincerely

",https://freerunartists.com/wp-content/uploads/2017/09/FRA-the-art-is-yours.jpg,FRA-the-art-is-yours.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/FRA-the-art-is-yours.jpg,1731,FRA-the-art-is-yours,,,,https://freerunartists.com/wp-content/uploads/2017/09/FRA-the-art-is-yours.jpg,,,,,,,,,Uncategorised,,20161225,post,https://freerunartists.com/happy-holidays-and-happy-new-year/
1361,"4/4* review for Rachel's album PENSAMIENTO in All About Jazz !","<blockquote>All of the compositions presented here are originals, her sense of melody and harmony layered upon a complex percussive foundation, portraying a musician of extraordinary caliber. It not only takes talent to accomplish a production like this, it also requires a lot of courage and confidence to pull it off. Rather than blending her jazz inclinations into provincial modes, she became immersed in the music, losing herself, becoming an intricate part of the experience.</blockquote>
James Nadal, All About Jazz. Jan 7th, 2017,  <a href=""https://www.allaboutjazz.com/pensamiento-rachel-therrien-self-produced-review-by-james-nadal.php?width=1680"" target=""_blank"">read the full article here</a>
",https://freerunartists.com/wp-content/uploads/2016/08/f990379f3f21c44f-PENSAMIENTO_REVISION3_front.jpg,f990379f3f21c44f-PENSAMIENTO_REVISION3_front.jpg,/home/freeruna/public_html/wp-content/uploads/2016/08/f990379f3f21c44f-PENSAMIENTO_REVISION3_front.jpg,796,f990379f3f21c44f-PENSAMIENTO_REVISION3_front,,,,https://freerunartists.com/wp-content/uploads/2016/08/f990379f3f21c44f-PENSAMIENTO_REVISION3_front.jpg,,,,,,,,,Uncategorised,,20170109,post,https://freerunartists.com/44-review-for-rachels-album-pensamiento-in-all-about-jazz/
1366,"BAFTA nomination for THE GIRL WITH ALL THE GIFTS","<h2>Best debut by a British writer, director or producer</h2>
<strong>The Girl With All the Gifts – Mike Carey (writer), Camille Gatin (producer) </strong>
The Hard Stop – George Amponsah (writer/director/producer), Dionne Walker (writer/producer)
Notes on Blindness - Peter Middleton (writer/director/producer), James Spinney (writer/director), Jo-Jo Ellison (producer)
The Pass – John Donnelly (writer), Ben A Williams (director)
Under the Shadow – Babak Anvari (writer/director), Emily Leo, Oliver Roskill, Lucan Toh (producers)

Fingers crossed!",,,,,,,,,,,,,,,,,,Uncategorised,,20170110,post,https://freerunartists.com/bafta-nomination-for-the-girl-with-all-the-gifts/
1369,"Out Jan 27th: The Girl With All the Gifts OST","We are thrilled to announce the release of Cristo's pounding score for <a href=""https://www.freerunartists.com/cristobal-tapia-de-veer/"" target=""_blank"">The Girl with all the Gifts</a>. Vinyls are being pressed as we speak and should be out around February 24th, when the movie hits theatres in the US.

<a href=""https://itunes.apple.com/ca/album/the-girl-with-all-the-gifts/id1194254284"" target=""_blank"">Pre-order the album on iTunes</a>

All released by <a href=""https://mondotees.com/collections/deathwaltz?page=1"" target=""_blank"">Death Waltz Records / Mondo</a>.

&nbsp;

&nbsp;

&nbsp;",,,,,,,,,,,,,,,,,,Uncategorised,,20170122,post,https://freerunartists.com/out-jan-27th-the-girl-with-all-the-gifts-ost/
1372,"Cristo wins Golden Fipa '17, best original score for National Treasure!!","We are incredibly happy and honoured to announce that the jury at the Film Festival in Biarritz has awarded Cristo with a Golden Fipa for his work on National Treasure! Jack Thorne, the script writer of the the 4-part drama was also awarded! Yeeha!

Congrats and big thanks to Marc Munden - always!

",https://freerunartists.com/wp-content/uploads/2017/09/IMG_8466.jpg,IMG_8466.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/IMG_8466.jpg,1730,IMG_8466,,,,https://freerunartists.com/wp-content/uploads/2017/09/IMG_8466.jpg,,,,,,,,,Uncategorised,,20170130,post,https://freerunartists.com/cristo-wins-golden-fipa-17-best-original-score-for-national-treasure/
1375,"AND: Cristo wins best original score for The Girl with all the Gifts !!! woohoo","<strong>BIG THANKS</strong> to the <em>Festival Intérnational du Film Fantastique Gérardmer</em>, France!
<div class="""">The Girl with all the Gifts was awarded in the best music and public's choice category.</div>
<div class=""""></div>
<div class=""""><a href=""https://festival-gerardmer.com/2017/palmares-2017/"" target=""_blank"">Visit the festival's site</a></div>",,,,,,,,,,,,,,,,,,Uncategorised,,20170130,post,https://freerunartists.com/and-cristo-wins-best-original-score-for-the-girl-with-all-the-gifts-woohoo/
1456,"Award winning National Treasure OST out February 14th","Ladies and Gentlemen,

we proudly announce the release of Cristo's long awaited album, the original soundtrack to the compelling and critically acclaimed 4-part drama NATIONAL TREASURE !

On February 14th you will be able to buy the 29 track digital record on every major platform world wide.

not sure what we mean? e.g. <a href=""https://itunes.apple.com/ca/album/national-treasure-original/id1203801967"" target=""_blank"">here on iTunes</a> :)

",https://freerunartists.com/wp-content/uploads/2017/09/NT-cover-31.1.17.jpg,NT-cover-31.1.17.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/NT-cover-31.1.17.jpg,1729,NT-cover-31.1.17,,,,https://freerunartists.com/wp-content/uploads/2017/09/NT-cover-31.1.17.jpg,,,,,,,,,Uncategorised,,20170210,post,https://freerunartists.com/national-treasure-ost-out-february-14th/
1464,"US folks: Watch National Treasure on HULU starting 1st of March","<h4><a href=""https://www.indiewire.com/2017/02/hulu-national-treasure-robbie-coltrane-julie-walters-preview-1201788186/"" target=""_blank"">IndieWire, Feb 28th, 2017</a></h4>
<a href=""https://www.indiewire.com/t/hulu/"">Hulu</a> released an exclusive clip from its upcoming miniseries “<a id=""auto-tag_national-treasure"" href=""https://www.indiewire.com/t/national-treasure/"" data-tag=""national-treasure"">National Treasure</a>,” a show revolving around a famed comedic performer, played by <a href=""https://www.indiewire.com/2015/03/exclusive-dakota-fanning-must-endure-in-clip-from-drama-effie-gray-265654/"">Robbie Coltrane</a> (“<a href=""https://www.indiewire.com/2016/11/wizardhood-harry-potter-supercut-1201750485/"">Harry Potter</a>“), whose life is turned upside down when he is accused of a sexual abuse scandal. Two-time Oscar nominee <a href=""https://www.indiewire.com/2016/11/wizardhood-harry-potter-supercut-1201750485/"">Julie Walters</a>(“<a href=""https://www.indiewire.com/2015/01/sundance-review-john-crowleys-gorgeous-bittersweet-brooklyn-with-saoirse-ronan-domhnall-gleeson-emory-cohen-267708/"">Brooklyn</a>“) also stars in the series as Coltrane’s wife, while <a href=""https://www.indiewire.com/2016/04/watch-new-trailer-for-the-silent-storm-starring-damian-lewis-andrea-riseborough-292274/"">Andrea Riseborough</a> (“<a href=""https://www.indiewire.com/2014/08/review-why-birdman-is-the-first-modern-showbiz-satire-22702/"">Birdman</a>“) plays their daughter. Hulu has also unveiled a dramatic new poster for the series.

The clip, titled “The Search,” comes from the show’s first episode and reveals an intense and intimate conversation between Coltrane and Walters. Paul Finchley (Coltrane) has already been swept up in the scandal, while his wife is starting to feel the pressure alongside her husband. The scene promises stellar performance from the two actors, and adds a layer of mystery as to whether or not Finchley can be trusted.

Coltrane and Walters both starred together in the “Harry Potter” franchise, known for their lovable roles as Hagrid and Molly Weasley, respectively. This series serves as a departure from those roles, but the subject matter is as timely as ever, and the show certainly has the potential to deliver a compelling narrative.

All four of the show’s episodes are set to debut on March 1, which were directed by Marc Munden (“Utopia”) and written by Jack Thorne (“The Last Panthers,” “Glue”). Watch the clip below to get a taste of the series.
",https://freerunartists.com/wp-content/uploads/2017/09/4738_1f_nationaltreasure_fin08_full_res_no_credit.jpg,4738_1f_nationaltreasure_fin08_full_res_no_credit.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/4738_1f_nationaltreasure_fin08_full_res_no_credit.jpg,1728,4738_1f_nationaltreasure_fin08_full_res_no_credit,,,,https://freerunartists.com/wp-content/uploads/2017/09/4738_1f_nationaltreasure_fin08_full_res_no_credit.jpg,,,,,,,,,Uncategorised,,20170301,post,https://freerunartists.com/us-folks-watch-national-treasure-on-hulu-starting-1st-of-march/
1494,"National Treasure crowned at last night's RTS awards, UK","The annual awards of the Royal Television Society, whose members include the crème de la crème of British television executives, have crowned the drama <em>National Treasure </em>as best miniseries last night in London. Another win for NT: Robbie Coltrane has won the award for best male actor ! Besides, co-star Julie Walters was honoured with a lifetime achievement award.

Congrats all!! :)

",https://freerunartists.com/wp-content/uploads/2017/09/C7eYA9eXUAA4zt9.jpg-large.jpeg,C7eYA9eXUAA4zt9.jpg-large.jpeg,/home/freeruna/public_html/wp-content/uploads/2017/09/C7eYA9eXUAA4zt9.jpg-large.jpeg,1727,C7eYA9eXUAA4zt9.jpg-large,,,,https://freerunartists.com/wp-content/uploads/2017/09/C7eYA9eXUAA4zt9.jpg-large.jpeg,,,,,,,,,Uncategorised,,20170322,post,https://freerunartists.com/national-treasure-crowned-at-last-nights-rts-awards-uk/
1497,"CRISTO nominated at this year's BAFTA Craft Awards for NATIONAL TREASURE","We are insanely happy and honoured that Cristo got recognized by the British Academy for Film and Television!

Team NATIONAL TREASURE is up for 4 awards at this year's craft awards: Marc Munden (best director / fiction), Luke Dunkley (editing / fiction), Ole Birkeland (photography &amp; lighting, fiction) and Cristo for best original music!

Congrats to everybody!!

",https://freerunartists.com/wp-content/uploads/2017/09/Screen-Shot-2017-03-28-at-9.21.31-AM.png,Screen-Shot-2017-03-28-at-9.21.31-AM.png,/home/freeruna/public_html/wp-content/uploads/2017/09/Screen-Shot-2017-03-28-at-9.21.31-AM.png,1726,Screen-Shot-2017-03-28-at-9.21.31-AM,,,,https://freerunartists.com/wp-content/uploads/2017/09/Screen-Shot-2017-03-28-at-9.21.31-AM.png,,,,,,,,,Uncategorised,,20170328,post,https://freerunartists.com/cristo-nominated-at-this-years-bafta-craft-awards-for-national-treasure/
1504,"And the BAFTA goes to: CRISTOBAL TAPIA DE VEER !!","<p style=""text-align: left;"">We had the greatest time at The Brewery in London last night! Huge thanks go the BAFTA jury who honoured Cristo with this most prestigious award!</p>
<p style=""text-align: left;"">We'd also like to thank our friends Marc Munden and Lisa Marie Russo and all the National Treasures that worked on the production of this amazing project!</p>
<p style=""text-align: left;"">Big thanks go to George Ormond and the whole team at The Forge.</p>
<p style=""text-align: left;"">CHEERS!!</p>
",https://freerunartists.com/wp-content/uploads/2017/09/IMG_9138.jpg,IMG_9138.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/IMG_9138.jpg,1721,IMG_9138,,,,https://freerunartists.com/wp-content/uploads/2017/09/IMG_9138.jpg,,,,,,,,,Uncategorised,,20170425,post,https://freerunartists.com/and-the-bafta-goes-to-cristobal-tapia-de-veer/
